STORE,Week,STOREWEEK,Season,BRAND,MOVE,logmove,PRICE,logprice,Feat,PROFIT,AGE9,AGE60,EDUC,ETHNIC,INCOME,SINGLE,POVERTY,NOCAR
101,110,101110,Fall,FG,9,2.197224577,2.26,0.815364813,0,46.9,0.116924935,0.225035218,0.174741859,0.087422017,10.65993812,0.255044273,0.038226458,0.061029945
130,158,130158,Fall,FG,402,5.996452089,1.59,0.463734016,1,15.4,0.150929181,0.145117314,0.143406846,0.984896319,9.966650127,0.426659256,0.193144481,0.407351505
2,111,2111,Fall,FG,15,2.708050201,2.12,0.751416089,0,43.39,0.117508576,0.232864734,0.248934934,0.114279949,10.55320518,0.297620974,0.0619594,0.124602894
72,129,72129,Spring,FG,34,3.526360525,2.39,0.871293366,0,39.71,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
49,65,49065,Winter,FG,11,2.397895273,2.79,1.026041596,0,44.87,0.134877735,0.187473187,0.319949969,0.038352638,10.80675383,0.237270004,0.028320971,0.054382022
44,183,44183,Spring,FG,43,3.761200116,1.87,0.625938431,0,26.57,0.144883485,0.190982776,0.329738388,0.037632074,10.86915875,0.226447947,0.030154849,0.040766408
132,181,132181,Spring,FG,53,3.970291914,1.68,0.518793793,1,18.51,0.146748237,0.139617348,0.264528441,0.273974204,10.61915425,0.25541913,0.041450777,0.032773961
14,42,14042,Summer,FG,4,1.386294361,3.08,1.124929597,0,40.39,0.129589372,0.213949275,0.348293024,0.034178744,11.04392933,0.223351772,0.019350496,0.026585899
50,95,50095,Summer,FG,1,0,2.36,0.858661619,0,49.75,0.124420402,0.153357376,0.128764278,0.07092564,10.58930796,0.280109682,0.042153494,0.036434464
81,132,81132,Spring,FG,36,3.583518938,1.59,0.463734016,0,9.37,0.116792163,0.181118938,0.234201612,0.073961623,10.71993585,0.275213259,0.031450382,0.033180662
91,25,91025,Spring,FG,9,2.197224577,2.91,1.068153081,0,30.72,0.11623504,0.255730611,0.144310113,0.024680506,10.53844932,0.260433649,0.051916796,0.07217735
132,1,132001,Fall,FG,32,3.465735903,2.19,0.783901544,0,19.91,0.146748237,0.139617348,0.264528441,0.273974204,10.61915425,0.25541913,0.041450777,0.032773961
94,81,94081,Spring,FG,4,1.386294361,2.19,0.783901544,1,32.42,0.160410056,0.103002197,0.229390404,0.059311691,10.7445158,0.245199033,0.033192686,0.012373453
73,125,73125,Winter,FG,31,3.433987204,1.79,0.58221562,0,11.45,0.124465022,0.257450782,0.07305396,0.109213291,10.61496569,0.264121264,0.062145077,0.133319044
100,136,100136,Spring,FG,108,4.682131227,1.72,0.542324291,1,2.03,0.184360976,0.136995144,0.049550286,0.564086801,10.0365751,0.360772697,0.166714002,0.365650445
103,112,103112,Fall,FG,5,1.609437912,1.99,0.688134639,0,39.69,0.185393984,0.058053966,0.194621102,0.187760899,10.58524512,0.262553802,0.033110701,0.015063237
84,109,84109,Fall,FG,5,1.609437912,2.26,0.815364813,0,46.81,0.164657284,0.122100005,0.188094318,0.02963639,10.76561773,0.231269528,0.024297424,0.013319672
81,194,81194,Summer,FG,54,3.988984047,1.49,0.39877612,1,19.79,0.116792163,0.181118938,0.234201612,0.073961623,10.71993585,0.275213259,0.031450382,0.033180662
129,75,129075,Winter,FG,17,2.833213344,1.99,0.688134639,1,24.22,0.172501467,0.103412869,0.307842548,0.034128692,10.99986401,0.203080691,0.029529817,0.024509101
128,124,128124,Winter,FG,16,2.772588722,2.39,0.871293366,0,34.01,0.138208506,0.157485189,0.211896894,0.355911221,10.15342882,0.397690129,0.113527621,0.34014789
88,22,88022,Winter,FG,12,2.48490665,2.29,0.828551818,0,32.05,0.136417189,0.160414212,0.15163275,0.142928009,10.54980515,0.273775439,0.037482806,0.049690509
12,81,12081,Spring,FG,4,1.386294361,2.19,0.783901544,1,32.42,0.10569674,0.178341405,0.253412969,0.380697988,9.996659083,0.451637338,0.168864097,0.483517598
64,59,64059,Fall,FG,28,3.33220451,1.99,0.688134639,0,10,0.148404104,0.141992021,0.16082131,0.070034198,10.60581744,0.265272875,0.038713642,0.043620725
103,58,103058,Fall,FG,36,3.583518938,1.99,0.688134639,1,24.12,0.185393984,0.058053966,0.194621102,0.187760899,10.58524512,0.262553802,0.033110701,0.015063237
121,126,121126,Winter,FG,15,2.708050201,1.79,0.58221562,0,18.49,0.131251097,0.16358133,0.35061287,0.039173539,10.94992897,0.252030319,0.016704036,0.023876247
71,194,71194,Summer,FG,24,3.17805383,1.49,0.39877612,1,19.79,0.111723683,0.26807087,0.159588077,0.074828009,10.40483843,0.26706132,0.073374341,0.15343218
70,99,70099,Summer,FG,15,2.708050201,1.89,0.636576829,0,32.12,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
2,65,2065,Winter,FG,23,3.135494216,2.79,1.026041596,0,44.87,0.117508576,0.232864734,0.248934934,0.114279949,10.55320518,0.297620974,0.0619594,0.124602894
59,136,59136,Spring,FG,53,3.970291914,1.71,0.536493371,1,1.46,0.172145374,0.110818913,0.233036093,0.024246568,10.7150398,0.213364348,0.038323726,0.031318168
44,126,44126,Winter,FG,12,2.48490665,1.79,0.58221562,0,18.82,0.144883485,0.190982776,0.329738388,0.037632074,10.86915875,0.226447947,0.030154849,0.040766408
86,169,86169,Winter,FG,35,3.555348061,1.79,0.58221562,0,19.11,0.141758513,0.138756374,0.096763919,0.427866425,10.08897077,0.384547713,0.15266297,0.353421218
109,189,109189,Spring,FG,54,3.988984047,2.01,0.698134722,1,41.24,0.147519804,0.151055656,0.476916693,0.060687451,11.23319833,0.231391726,0.023230199,0.030239311
97,69,97069,Winter,FG,11,2.397895273,1.99,0.688134639,1,24.97,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
68,141,68141,Summer,FG,12,2.48490665,2.39,0.871293366,0,29.5,0.130970406,0.181417756,0.159721511,0.220991053,10.1883657,0.34005229,0.098212706,0.305255707
129,83,129083,Spring,FG,59,4.077537444,1.79,0.58221562,1,20.28,0.172501467,0.103412869,0.307842548,0.034128692,10.99986401,0.203080691,0.029529817,0.024509101
98,104,98104,Fall,FG,31,3.433987204,1.99,0.688134639,0,31.6,0.118516496,0.24920053,0.051702821,0.164963731,10.57359638,0.275618876,0.065095636,0.149392499
64,75,64075,Winter,FG,7,1.945910149,1.99,0.688134639,1,24.22,0.148404104,0.141992021,0.16082131,0.070034198,10.60581744,0.265272875,0.038713642,0.043620725
100,172,100172,Winter,FG,29,3.36729583,1.79,0.58221562,1,22.9,0.184360976,0.136995144,0.049550286,0.564086801,10.0365751,0.360772697,0.166714002,0.365650445
117,189,117189,Spring,FG,16,2.772588722,1.79,0.58221562,1,25.31,0.139093717,0.110102729,0.249083542,0.049851894,10.76096203,0.262193178,0.018599932,0.018772197
54,33,54033,Spring,FG,8,2.079441542,2.91,1.068153081,0,33.13,0.147914585,0.090222278,0.421125644,0.046640859,10.91089788,0.299425562,0.021336421,0.020840225
106,4,106004,Fall,FG,6,1.791759469,2.29,0.828551818,0,26.68,0.187403158,0.109887349,0.157939308,0.19058587,10.50684678,0.241658587,0.059091469,0.058229718
100,31,100031,Spring,FG,11,2.397895273,3.08,1.124929597,0,33.73,0.184360976,0.136995144,0.049550286,0.564086801,10.0365751,0.360772697,0.166714002,0.365650445
45,41,45041,Summer,FG,12,2.48490665,2.53,0.928219303,0,27.51,0.146718762,0.128857348,0.280150164,0.087233873,10.74537796,0.2516,0.022827393,0.020232372
109,142,109142,Summer,FG,73,4.290459441,1.99,0.688134639,0,15.33,0.147519804,0.151055656,0.476916693,0.060687451,11.23319833,0.231391726,0.023230199,0.030239311
28,121,28121,Winter,FG,86,4.454347296,1.79,0.58221562,1,30.39,0.128879537,0.213308785,0.233162564,0.055935473,10.79853422,0.233601718,0.035497431,0.054855275
104,23,104023,Winter,FG,334,5.811140993,1.89,0.636576829,1,0.63,0.162936142,0.135286373,0.249684461,0.039405624,10.69885282,0.22884342,0.034386617,0.034121083
94,185,94185,Spring,FG,13,2.564949357,1.79,0.58221562,0,30.5,0.160410056,0.103002197,0.229390404,0.059311691,10.7445158,0.245199033,0.033192686,0.012373453
128,119,128119,Winter,FG,29,3.36729583,1.94,0.662687973,1,30.41,0.138208506,0.157485189,0.211896894,0.355911221,10.15342882,0.397690129,0.113527621,0.34014789
21,44,21044,Summer,FG,11,2.397895273,2.37,0.862889955,1,23.16,0.175926346,0.066896458,0.17750345,0.105038777,10.71619397,0.258991055,0.024785242,0.017598198
80,100,80100,Summer,FG,128,4.852030264,1.89,0.636576829,1,27.51,0.138604057,0.152691263,0.304465687,0.041910238,10.90950929,0.253846154,0.023853832,0.030874641
132,85,132085,Spring,FG,49,3.891820298,1.79,0.58221562,0,20.28,0.146748237,0.139617348,0.264528441,0.273974204,10.61915425,0.25541913,0.041450777,0.032773961
91,88,91088,Spring,FG,117,4.762173935,1.69,0.524728529,1,24.08,0.11623504,0.255730611,0.144310113,0.024680506,10.53844932,0.260433649,0.051916796,0.07217735
101,175,101175,Winter,FG,80,4.382026635,1.71,0.536493371,1,16.43,0.116924935,0.225035218,0.174741859,0.087422017,10.65993812,0.255044273,0.038226458,0.061029945
70,67,70067,Winter,FG,28,3.33220451,1.89,0.636576829,0,21.11,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
105,180,105180,Spring,FG,29,3.36729583,1.77,0.570979547,1,23.1,0.147564877,0.175542126,0.094235589,0.365410594,10.41439317,0.277669286,0.081917027,0.092156656
9,164,9164,Fall,FG,46,3.828641396,1.92,0.652325186,0,19.9,0.103503097,0.269119018,0.222172318,0.032618826,10.78715178,0.230005193,0.028060483,0.040127944
53,132,53132,Spring,FG,112,4.718498871,1.59,0.463734016,0,9.37,0.120839139,0.300278681,0.2703835,0.065722248,10.60000405,0.233270677,0.063319218,0.145362903
77,131,77131,Spring,FG,22,3.091042453,1.59,0.463734016,1,9.37,0.174716756,0.10110045,0.376871097,0.073507887,10.98312087,0.230663978,0.025692617,0.016867843
109,127,109127,Winter,FG,795,6.678342115,0.99,-0.010050336,1,45.86,0.147519804,0.151055656,0.476916693,0.060687451,11.23319833,0.231391726,0.023230199,0.030239311
84,199,84199,Summer,FG,5,1.609437912,2.09,0.737164066,0,47.6,0.164657284,0.122100005,0.188094318,0.02963639,10.76561773,0.231269528,0.024297424,0.013319672
54,65,54065,Winter,FG,16,2.772588722,2.79,1.026041596,0,44.87,0.147914585,0.090222278,0.421125644,0.046640859,10.91089788,0.299425562,0.021336421,0.020840225
86,85,86085,Spring,FG,60,4.094344562,1.79,0.58221562,0,20.28,0.141758513,0.138756374,0.096763919,0.427866425,10.08897077,0.384547713,0.15266297,0.353421218
78,151,78151,Summer,FG,21,3.044522438,1.79,0.58221562,1,13.97,0.155391168,0.111947994,0.314432275,0.056086079,10.95917494,0.246319072,0.017341756,0.013869969
89,196,89196,Summer,FG,21,3.044522438,1.79,0.58221562,0,33.24,0.152115498,0.205811359,0.053349435,0.353053696,10.30811898,0.307044054,0.109616849,0.284282634
114,95,114095,Summer,FG,1,0,2.36,0.858661619,0,49.74,0.14681976,0.182173295,0.094424515,0.441169508,10.34794899,0.289701733,0.082858349,0.085277045
62,139,62139,Spring,FG,14,2.63905733,2.39,0.871293366,0,29.5,0.133509324,0.222534262,0.517760337,0.026510896,11.23619652,0.206418161,0.019975602,0.026528434
77,52,77052,Fall,FG,150,5.010635294,1.99,0.688134639,1,15.48,0.174716756,0.10110045,0.376871097,0.073507887,10.98312087,0.230663978,0.025692617,0.016867843
90,22,90022,Winter,FG,7,1.945910149,2.29,0.828551818,0,32.05,0.129722571,0.225219573,0.050193454,0.268367489,10.5046565,0.285503472,0.091751622,0.180874722
44,125,44125,Winter,FG,21,3.044522438,1.79,0.58221562,0,11.45,0.144883485,0.190982776,0.329738388,0.037632074,10.86915875,0.226447947,0.030154849,0.040766408
91,172,91172,Winter,FG,44,3.784189634,1.69,0.524728529,1,20.41,0.11623504,0.255730611,0.144310113,0.024680506,10.53844932,0.260433649,0.051916796,0.07217735
59,141,59141,Summer,FG,23,3.135494216,1.79,0.58221562,0,5.86,0.172145374,0.110818913,0.233036093,0.024246568,10.7150398,0.213364348,0.038323726,0.031318168
117,171,117171,Winter,FG,68,4.219507705,1.69,0.524728529,1,20.3,0.139093717,0.110102729,0.249083542,0.049851894,10.76096203,0.262193178,0.018599932,0.018772197
68,174,68174,Winter,FG,7,1.945910149,2.22,0.797507196,0,30.05,0.130970406,0.181417756,0.159721511,0.220991053,10.1883657,0.34005229,0.098212706,0.305255707
14,16,14016,Winter,FG,10,2.302585093,2.32,0.841567186,1,32.93,0.129589372,0.213949275,0.348293024,0.034178744,11.04392933,0.223351772,0.019350496,0.026585899
116,17,116017,Winter,FG,17,2.833213344,2.03,0.708035793,0,19.75,0.139877224,0.18817339,0.259224748,0.033137058,10.69711335,0.248022555,0.036188179,0.060981912
110,113,110113,Fall,FG,5,1.609437912,2.26,0.815364813,0,46.9,0.175594055,0.114956688,0.167553191,0.152944449,10.52085999,0.251984867,0.053595086,0.056953642
52,82,52082,Spring,FG,23,3.135494216,2.49,0.91228271,0,40.56,0.13660619,0.152241195,0.372927296,0.084898613,11.05101698,0.245364813,0.019197708,0.014899713
74,36,74036,Spring,FG,14,2.63905733,2.91,1.068153081,0,33.13,0.093843178,0.307397856,0.07119776,0.041542429,10.48001664,0.25636593,0.06509299,0.14364528
116,37,116037,Summer,FG,27,3.295836866,2.53,0.928219303,0,23.08,0.139877224,0.18817339,0.259224748,0.033137058,10.69711335,0.248022555,0.036188179,0.060981912
124,37,124037,Summer,FG,27,3.295836866,2.59,0.951657876,0,24.86,0.153264605,0.119625811,0.261875835,0.572355861,10.25895677,0.409321575,0.133861426,0.292719615
116,181,116181,Spring,FG,35,3.555348061,1.64,0.494696242,1,17.01,0.139877224,0.18817339,0.259224748,0.033137058,10.69711335,0.248022555,0.036188179,0.060981912
95,60,95060,Fall,FG,44,3.784189634,1.99,0.688134639,1,10,0.112635331,0.230717504,0.085642082,0.096900007,10.38347245,0.278678004,0.078619039,0.251879699
50,13,50013,Winter,FG,9,2.197224577,1.99,0.688134639,0,21.81,0.124420402,0.153357376,0.128764278,0.07092564,10.58930796,0.280109682,0.042153494,0.036434464
77,20,77020,Winter,FG,10,2.302585093,1.99,0.688134639,1,21.81,0.174716756,0.10110045,0.376871097,0.073507887,10.98312087,0.230663978,0.025692617,0.016867843
116,164,116164,Fall,FG,15,2.708050201,1.79,0.58221562,0,14.08,0.139877224,0.18817339,0.259224748,0.033137058,10.69711335,0.248022555,0.036188179,0.060981912
117,96,117096,Summer,FG,5,1.609437912,2.36,0.858661619,0,49.75,0.139093717,0.110102729,0.249083542,0.049851894,10.76096203,0.262193178,0.018599932,0.018772197
105,170,105170,Winter,FG,12,2.48490665,1.92,0.652325186,0,29.73,0.147564877,0.175542126,0.094235589,0.365410594,10.41439317,0.277669286,0.081917027,0.092156656
76,195,76195,Summer,FG,23,3.135494216,1.67,0.512823626,1,28.44,0.141774676,0.149192423,0.087711787,0.425324028,10.1406129,0.317409394,0.133099825,0.347964098
93,176,93176,Winter,FG,5,1.609437912,2.23,0.802001585,1,38.02,0.112512768,0.142390194,0.363016383,0.347395301,10.36719012,0.451428571,0.078126956,0.238512583
84,69,84069,Winter,FG,18,2.890371758,1.99,0.688134639,1,24.97,0.164657284,0.122100005,0.188094318,0.02963639,10.76561773,0.231269528,0.024297424,0.013319672
124,104,124104,Fall,FG,46,3.828641396,1.99,0.688134639,1,31.16,0.153264605,0.119625811,0.261875835,0.572355861,10.25895677,0.409321575,0.133861426,0.292719615
45,105,45105,Fall,FG,34,3.526360525,1.99,0.688134639,0,31.96,0.146718762,0.128857348,0.280150164,0.087233873,10.74537796,0.2516,0.022827393,0.020232372
119,146,119146,Summer,FG,8,2.079441542,1.79,0.58221562,0,5.87,0.145669581,0.121574965,0.279952033,0.049584956,10.75271926,0.242272811,0.02152381,0.015622023
18,46,18046,Summer,FG,20,2.995732274,2.37,0.862889955,1,26.03,0.110094984,0.272313368,0.072246456,0.074417144,10.39197554,0.256403079,0.075727381,0.141974694
97,70,97070,Winter,FG,11,2.397895273,2.36,0.858661619,0,36.74,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
48,137,48137,Spring,FG,24,3.17805383,1.79,0.58221562,0,5.87,0.12176708,0.097921961,0.303260384,0.099491703,10.75602879,0.334087413,0.018204312,0.021208908
72,154,72154,Fall,FG,2,0.693147181,2.39,0.871293366,1,35.4,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
124,110,124110,Fall,FG,6,1.791759469,2.39,0.871293366,0,49.79,0.153264605,0.119625811,0.261875835,0.572355861,10.25895677,0.409321575,0.133861426,0.292719615
70,155,70155,Fall,FG,18,2.890371758,1.79,0.58221562,0,15.92,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
102,184,102184,Spring,FG,19,2.944438979,1.79,0.58221562,0,24.8,0.14694592,0.216626232,0.120657539,0.172158585,10.49385422,0.285636477,0.068706795,0.114071326
88,132,88132,Spring,FG,48,3.871201011,1.59,0.463734016,0,9.37,0.136417189,0.160414212,0.15163275,0.142928009,10.54980515,0.273775439,0.037482806,0.049690509
48,15,48015,Winter,FG,21,3.044522438,2.23,0.802001585,1,30.22,0.12176708,0.097921961,0.303260384,0.099491703,10.75602879,0.334087413,0.018204312,0.021208908
80,67,80067,Winter,FG,32,3.465735903,1.89,0.636576829,0,21.11,0.138604057,0.152691263,0.304465687,0.041910238,10.90950929,0.253846154,0.023853832,0.030874641
12,102,12102,Fall,FG,3,1.098612289,2.49,0.91228271,0,44.98,0.10569674,0.178341405,0.253412969,0.380697988,9.996659083,0.451637338,0.168864097,0.483517598
8,113,8113,Fall,FG,13,2.564949357,1.99,0.688134639,0,39.7,0.123155416,0.252394035,0.095173274,0.035243328,10.59700966,0.250372149,0.05135254,0.075112724
72,81,72081,Spring,FG,11,2.397895273,2.19,0.783901544,1,32.42,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
124,24,124024,Spring,FG,10,2.302585093,2.73,1.004301609,0,31.25,0.153264605,0.119625811,0.261875835,0.572355861,10.25895677,0.409321575,0.133861426,0.292719615
119,149,119149,Summer,FG,10,2.302585093,1.79,0.58221562,0,14.53,0.145669581,0.121574965,0.279952033,0.049584956,10.75271926,0.242272811,0.02152381,0.015622023
14,159,14159,Fall,FG,26,3.258096538,1.59,0.463734016,1,15.66,0.129589372,0.213949275,0.348293024,0.034178744,11.04392933,0.223351772,0.019350496,0.026585899
71,85,71085,Spring,FG,70,4.248495242,1.79,0.58221562,0,20.28,0.111723683,0.26807087,0.159588077,0.074828009,10.40483843,0.26706132,0.073374341,0.15343218
5,71,5071,Winter,FG,15,2.708050201,1.99,0.688134639,1,24.97,0.141433483,0.117368032,0.32122573,0.053875277,10.92237097,0.26458527,0.025104603,0.025569503
83,168,83168,Winter,FG,41,3.713572067,1.92,0.652325186,0,12.6,0.127057732,0.200834686,0.145984905,0.107628101,10.45607873,0.233426918,0.057222695,0.043726467
78,71,78071,Winter,FG,17,2.833213344,1.89,0.636576829,1,21.01,0.155391168,0.111947994,0.314432275,0.056086079,10.95917494,0.246319072,0.017341756,0.013869969
132,14,132014,Winter,FG,32,3.465735903,2.03,0.708035793,0,23.35,0.146748237,0.139617348,0.264528441,0.273974204,10.61915425,0.25541913,0.041450777,0.032773961
84,169,84169,Winter,FG,23,3.135494216,1.79,0.58221562,0,19.11,0.164657284,0.122100005,0.188094318,0.02963639,10.76561773,0.231269528,0.024297424,0.013319672
118,133,118133,Spring,FG,106,4.663439094,1.29,0.254642218,0,3.8,0.103791822,0.289442379,0.224725883,0.040669145,10.63236378,0.220619282,0.039278937,0.081783681
72,71,72071,Winter,FG,71,4.262679877,1.99,0.688134639,1,24.97,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
77,148,77148,Summer,FG,6,1.791759469,1.79,0.58221562,0,17.15,0.174716756,0.10110045,0.376871097,0.073507887,10.98312087,0.230663978,0.025692617,0.016867843
89,18,89018,Winter,FG,17,2.833213344,2.24,0.806475866,0,27.28,0.152115498,0.205811359,0.053349435,0.353053696,10.30811898,0.307044054,0.109616849,0.284282634
106,67,106067,Winter,FG,23,3.135494216,1.99,0.688134639,0,25.08,0.187403158,0.109887349,0.157939308,0.19058587,10.50684678,0.241658587,0.059091469,0.058229718
47,37,47037,Summer,FG,18,2.890371758,2.59,0.951657876,0,24.86,0.142961682,0.125798297,0.140598651,0.120675891,10.63532646,0.275212381,0.032623559,0.021297382
90,100,90100,Summer,FG,265,5.579729826,1.89,0.636576829,1,27.51,0.129722571,0.225219573,0.050193454,0.268367489,10.5046565,0.285503472,0.091751622,0.180874722
91,34,91034,Spring,FG,4,1.386294361,2.91,1.068153081,0,33.13,0.11623504,0.255730611,0.144310113,0.024680506,10.53844932,0.260433649,0.051916796,0.07217735
68,195,68195,Summer,FG,6,1.791759469,1.49,0.39877612,1,19.8,0.130970406,0.181417756,0.159721511,0.220991053,10.1883657,0.34005229,0.098212706,0.305255707
134,170,134170,Winter,FG,13,2.564949357,1.92,0.652325186,0,29.68,0.192817818,0.090152653,0.247949139,0.105855856,10.7225182,0.219711825,0.027977463,0.021371673
128,28,128028,Spring,FG,7,1.945910149,3.08,1.124929597,0,39.09,0.138208506,0.157485189,0.211896894,0.355911221,10.15342882,0.397690129,0.113527621,0.34014789
48,179,48179,Winter,FG,15,2.708050201,1.92,0.652325186,0,29.64,0.12176708,0.097921961,0.303260384,0.099491703,10.75602879,0.334087413,0.018204312,0.021208908
128,73,128073,Winter,FG,85,4.442651256,1.99,0.688134639,1,24.97,0.138208506,0.157485189,0.211896894,0.355911221,10.15342882,0.397690129,0.113527621,0.34014789
100,185,100185,Spring,FG,72,4.276666119,1.79,0.58221562,1,30.5,0.184360976,0.136995144,0.049550286,0.564086801,10.0365751,0.360772697,0.166714002,0.365650445
113,25,113025,Spring,FG,10,2.302585093,2.91,1.068153081,0,30.72,0.103084931,0.299352545,0.151592429,0.026448309,10.64766049,0.255682382,0.046153846,0.144444444
97,145,97145,Summer,FG,19,2.944438979,1.79,0.58221562,0,5.87,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
72,168,72168,Winter,FG,7,1.945910149,2.22,0.797507196,0,24.41,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
73,129,73129,Spring,FG,54,3.988984047,1.79,0.58221562,0,19.5,0.124465022,0.257450782,0.07305396,0.109213291,10.61496569,0.264121264,0.062145077,0.133319044
40,171,40171,Winter,FG,39,3.663561646,1.69,0.524728529,1,20.41,0.133684648,0.1818518,0.072128605,0.044053067,10.55025042,0.266478451,0.055184805,0.046329569
103,11,103011,Winter,FG,9,2.197224577,1.99,0.688134639,0,21.81,0.185393984,0.058053966,0.194621102,0.187760899,10.58524512,0.262553802,0.033110701,0.015063237
74,85,74085,Spring,FG,43,3.761200116,1.79,0.58221562,0,20.28,0.093843178,0.307397856,0.07119776,0.041542429,10.48001664,0.25636593,0.06509299,0.14364528
88,117,88117,Winter,FG,18,2.890371758,1.59,0.463734016,1,33.77,0.136417189,0.160414212,0.15163275,0.142928009,10.54980515,0.273775439,0.037482806,0.049690509
124,55,124055,Fall,FG,4,1.386294361,3.08,1.124929597,0,44.45,0.153264605,0.119625811,0.261875835,0.572355861,10.25895677,0.409321575,0.133861426,0.292719615
94,111,94111,Fall,FG,6,1.791759469,1.99,0.688134639,0,39.7,0.160410056,0.103002197,0.229390404,0.059311691,10.7445158,0.245199033,0.033192686,0.012373453
21,187,21187,Spring,FG,2,0.693147181,1.79,0.58221562,0,22.29,0.175926346,0.066896458,0.17750345,0.105038777,10.71619397,0.258991055,0.024785242,0.017598198
83,69,83069,Winter,FG,24,3.17805383,1.89,0.636576829,1,21.01,0.127057732,0.200834686,0.145984905,0.107628101,10.45607873,0.233426918,0.057222695,0.043726467
76,93,76093,Summer,FG,147,4.990432587,1.29,0.254642218,1,13.49,0.141774676,0.149192423,0.087711787,0.425324028,10.1406129,0.317409394,0.133099825,0.347964098
70,168,70168,Winter,FG,26,3.258096538,1.79,0.58221562,0,6.26,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
97,166,97166,Fall,FG,4,1.386294361,2.39,0.871293366,0,35.65,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
131,152,131152,Summer,FG,53,3.970291914,1.69,0.524728529,1,8.69,0.124252223,0.17065481,0.2713958,0.074656427,10.79353697,0.274067522,0.027004656,0.037446985
72,4,72004,Fall,FG,35,3.555348061,2.29,0.828551818,0,26.68,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
77,118,77118,Winter,FG,6,1.791759469,1.89,0.636576829,0,29.1,0.174716756,0.10110045,0.376871097,0.073507887,10.98312087,0.230663978,0.025692617,0.016867843
72,83,72083,Spring,FG,50,3.912023005,1.79,0.58221562,1,20.28,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
97,141,97141,Summer,FG,18,2.890371758,1.79,0.58221562,0,5.87,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
115,133,115133,Spring,FG,173,5.153291594,1.29,0.254642218,1,57.28,0.185493511,0.060280055,0.406312482,0.043971995,10.94748525,0.236840561,0.018897638,0.018763942
32,131,32131,Spring,FG,38,3.63758616,1.59,0.463734016,1,9.37,0.099060632,0.254953032,0.198259861,0.031938514,10.67447502,0.265329599,0.037700865,0.071700834
64,107,64107,Fall,FG,3,1.098612289,1.99,0.688134639,0,32.66,0.148404104,0.141992021,0.16082131,0.070034198,10.60581744,0.265272875,0.038713642,0.043620725
131,84,131084,Spring,FG,22,3.091042453,1.79,0.58221562,0,20.28,0.124252223,0.17065481,0.2713958,0.074656427,10.79353697,0.274067522,0.027004656,0.037446985
21,135,21135,Spring,FG,181,5.198497031,1.69,0.524728529,1,0.29,0.175926346,0.066896458,0.17750345,0.105038777,10.71619397,0.258991055,0.024785242,0.017598198
68,40,68040,Summer,FG,50,3.912023005,1.85,0.615185639,1,11.03,0.130970406,0.181417756,0.159721511,0.220991053,10.1883657,0.34005229,0.098212706,0.305255707
62,178,62178,Winter,FG,3,1.098612289,2.22,0.797507196,0,39.14,0.133509324,0.222534262,0.517760337,0.026510896,11.23619652,0.206418161,0.019975602,0.026528434
92,105,92105,Fall,FG,66,4.189654742,1.99,0.688134639,0,31.96,0.14848956,0.137827632,0.27012665,0.375388716,10.65780038,0.257692308,0.034312108,0.027058241
94,171,94171,Winter,FG,20,2.995732274,1.69,0.524728529,1,20.3,0.160410056,0.103002197,0.229390404,0.059311691,10.7445158,0.245199033,0.033192686,0.012373453
12,65,12065,Winter,FG,24,3.17805383,2.79,1.026041596,0,44.87,0.10569674,0.178341405,0.253412969,0.380697988,9.996659083,0.451637338,0.168864097,0.483517598
70,184,70184,Spring,FG,47,3.850147602,1.79,0.58221562,0,23.24,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
76,181,76181,Spring,FG,14,2.63905733,1.77,0.570979547,1,23.11,0.141774676,0.149192423,0.087711787,0.425324028,10.1406129,0.317409394,0.133099825,0.347964098
