CASEID,STORE,Week,Season,BRAND,MOVE,logmove,UNIT PRICE,logprice,Feat,D1,D2,D3,X,D1X,D2X,D3X,D12,D12X,AGE9,AGE60,ETHNIC,EDUC,NOCAR,INCOME,HHLARGE,POVERTY,SINGLE
389,98,118,Winter,FG VALENCIA,23,3.135494216,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.118516496,0.24920053,0.164963731,0.051702821,0.149392499,10.57359638,0.125409403,0.065095636,0.275618876
390,48,49,Summer,FG VALENCIA,15,2.708050201,2.71,0.996948635,1,0,0,0,0.996948635,0,0,0,0,0,0.12176708,0.097921961,0.099491703,0.303260384,0.021208908,10.75602879,0.07848683,0.018204312,0.334087413
391,107,194,Summer,FG VALENCIA,29,3.36729583,1.49,0.39877612,1,0,0,0,0.39877612,0,0,0,0,0,0.119089317,0.261867453,0.025624482,0.273051907,0.042052145,10.82713119,0.094316953,0.027871216,0.216217723
392,109,187,Spring,FG VALENCIA,7,1.945910149,2.56,0.940007258,0,0,0,0,0.940007258,0,0,0,0,0,0.147519804,0.151055656,0.060687451,0.476916693,0.030239311,11.23319833,0.114171257,0.023230199,0.231391726
393,132,29,Spring,FG VALENCIA,5,1.609437912,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.146748237,0.139617348,0.273974204,0.264528441,0.032773961,10.61915425,0.129984231,0.041450777,0.25541913
394,94,136,Spring,FG VALENCIA,22,3.091042453,1.69,0.524728529,0,0,0,0,0.524728529,0,0,0,0,0,0.160410056,0.103002197,0.059311691,0.229390404,0.012373453,10.7445158,0.128111377,0.033192686,0.245199033
395,44,115,Winter,FG VALENCIA,25,3.218875825,1.43,0.357674444,1,0,0,0,0.357674444,0,0,0,0,0,0.144883485,0.190982776,0.037632074,0.329738388,0.040766408,10.86915875,0.116388096,0.030154849,0.226447947
396,21,78,Spring,FG VALENCIA,14,2.63905733,1.89,0.636576829,1,0,0,0,0.636576829,0,0,0,0,0,0.175926346,0.066896458,0.105038777,0.17750345,0.017598198,10.71619397,0.164179104,0.024785242,0.258991055
397,48,33,Spring,FG VALENCIA,14,2.63905733,2.91,1.068153081,0,0,0,0,1.068153081,0,0,0,0,0,0.12176708,0.097921961,0.099491703,0.303260384,0.021208908,10.75602879,0.07848683,0.018204312,0.334087413
398,102,155,Fall,FG VALENCIA,37,3.610917913,1.74,0.553885113,0,0,0,0,0.553885113,0,0,0,0,0,0.14694592,0.216626232,0.172158585,0.120657539,0.114071326,10.49385422,0.13893104,0.068706795,0.285636477
399,90,98,Summer,FG VALENCIA,15,2.708050201,2.36,0.858661619,0,0,0,0,0.858661619,0,0,0,0,0,0.129722571,0.225219573,0.268367489,0.050193454,0.180874722,10.5046565,0.124328331,0.091751622,0.285503472
400,59,193,Summer,FG VALENCIA,64,4.158883083,1.49,0.39877612,1,0,0,0,0.39877612,0,0,0,0,0,0.172145374,0.110818913,0.024246568,0.233036093,0.031318168,10.7150398,0.140676118,0.038323726,0.213364348
401,103,42,Summer,FG VALENCIA,4,1.386294361,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.185393984,0.058053966,0.187760899,0.194621102,0.015063237,10.58524512,0.204916868,0.033110701,0.262553802
402,33,42,Summer,FG VALENCIA,14,2.63905733,3.08,1.124929597,0,0,0,0,1.124929597,0,0,0,0,0,0.046070917,0.134169965,0.130127179,0.419688004,0.506223517,10.34592726,0.013506356,0.087538074,0.593475533
403,77,70,Winter,FG VALENCIA,20,2.995732274,1.89,0.636576829,0,0,0,0,0.636576829,0,0,0,0,0,0.174716756,0.10110045,0.073507887,0.376871097,0.016867843,10.98312087,0.118093174,0.025692617,0.230663978
404,93,169,Winter,FG VALENCIA,17,2.833213344,2.56,0.940007258,0,0,0,0,0.940007258,0,0,0,0,0,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
405,117,51,Fall,FG VALENCIA,12,2.48490665,2.71,0.996948635,1,0,0,0,0.996948635,0,0,0,0,0,0.139093717,0.110102729,0.049851894,0.249083542,0.018772197,10.76096203,0.106357795,0.018599932,0.262193178
406,73,54,Fall,FG VALENCIA,8,2.079441542,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.124465022,0.257450782,0.109213291,0.07305396,0.133319044,10.61496569,0.135340763,0.062145077,0.264121264
407,129,90,Summer,FG VALENCIA,7,1.945910149,1.69,0.524728529,1,0,0,0,0.524728529,0,0,0,0,0,0.172501467,0.103412869,0.034128692,0.307842548,0.024509101,10.99986401,0.122080527,0.029529817,0.203080691
408,129,138,Spring,FG VALENCIA,26,3.258096538,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.172501467,0.103412869,0.034128692,0.307842548,0.024509101,10.99986401,0.122080527,0.029529817,0.203080691
409,89,183,Spring,FG VALENCIA,26,3.258096538,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.152115498,0.205811359,0.353053696,0.053349435,0.284282634,10.30811898,0.158335448,0.109616849,0.307044054
410,14,114,Fall,FG VALENCIA,73,4.290459441,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.129589372,0.213949275,0.034178744,0.348293024,0.026585899,11.04392933,0.107894294,0.019350496,0.223351772
411,122,125,Winter,FG VALENCIA,15,2.708050201,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.16735739,0.061953911,0.078372885,0.255889066,0.019283122,10.77505285,0.125831821,0.018980641,0.269524042
412,83,95,Summer,FG VALENCIA,4,1.386294361,1.89,0.636576829,0,0,0,0,0.636576829,0,0,0,0,0,0.127057732,0.200834686,0.107628101,0.145984905,0.043726467,10.45607873,0.098153547,0.057222695,0.233426918
413,93,82,Spring,FG VALENCIA,7,1.945910149,2.49,0.91228271,0,0,0,0,0.91228271,0,0,0,0,0,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
414,75,32,Spring,FG VALENCIA,261,5.564520407,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
415,8,68,Winter,FG VALENCIA,28,3.33220451,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.123155416,0.252394035,0.035243328,0.095173274,0.075112724,10.59700966,0.131749698,0.05135254,0.250372149
416,75,139,Spring,FG VALENCIA,35,3.555348061,2.39,0.871293366,0,0,0,0,0.871293366,0,0,0,0,0,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
417,95,171,Winter,FG VALENCIA,92,4.521788577,1.69,0.524728529,1,0,0,0,0.524728529,0,0,0,0,0,0.112635331,0.230717504,0.096900007,0.085642082,0.251879699,10.38347245,0.105074321,0.078619039,0.278678004
418,64,195,Summer,FG VALENCIA,36,3.583518938,1.56,0.444685821,1,0,0,0,0.444685821,0,0,0,0,0,0.148404104,0.141992021,0.070034198,0.16082131,0.043620725,10.60581744,0.135339885,0.038713642,0.265272875
419,126,20,Winter,FG VALENCIA,32,3.465735903,2.24,0.806475866,1,0,0,0,0.806475866,0,0,0,0,0,0.160059877,0.107002273,0.045018573,0.413222417,0.023449553,10.9808762,0.113699475,0.01373033,0.262072942
420,121,119,Winter,FG VALENCIA,4,1.386294361,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.131251097,0.16358133,0.039173539,0.35061287,0.023876247,10.94992897,0.091693756,0.016704036,0.252030319
421,75,138,Spring,FG VALENCIA,8,2.079441542,2.39,0.871293366,0,0,0,0,0.871293366,0,0,0,0,0,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
422,105,37,Summer,FG VALENCIA,8,2.079441542,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.147564877,0.175542126,0.365410594,0.094235589,0.092156656,10.41439317,0.159839527,0.081917027,0.277669286
423,124,42,Summer,FG VALENCIA,4,1.386294361,3.08,1.124929597,0,0,0,0,1.124929597,0,0,0,0,0,0.153264605,0.119625811,0.572355861,0.261875835,0.292719615,10.25895677,0.12494986,0.133861426,0.409321575
424,104,11,Winter,FG VALENCIA,10,2.302585093,2.29,0.828551818,0,0,0,0,0.828551818,0,0,0,0,0,0.162936142,0.135286373,0.039405624,0.249684461,0.034121083,10.69885282,0.117514274,0.034386617,0.22884342
425,64,71,Winter,FG VALENCIA,31,3.433987204,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.148404104,0.141992021,0.070034198,0.16082131,0.043620725,10.60581744,0.135339885,0.038713642,0.265272875
426,92,86,Spring,FG VALENCIA,41,3.713572067,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.14848956,0.137827632,0.375388716,0.27012665,0.027058241,10.65780038,0.15049505,0.034312108,0.257692308
427,2,11,Winter,FG VALENCIA,12,2.48490665,2.45,0.896088025,0,0,0,0,0.896088025,0,0,0,0,0,0.117508576,0.232864734,0.114279949,0.248934934,0.124602894,10.55320518,0.103953406,0.0619594,0.297620974
428,101,65,Winter,FG VALENCIA,12,2.48490665,2.79,1.026041596,0,0,0,0,1.026041596,0,0,0,0,0,0.116924935,0.225035218,0.087422017,0.174741859,0.061029945,10.65993812,0.096042271,0.038226458,0.255044273
429,128,130,Spring,FG VALENCIA,107,4.672828834,1.63,0.488580015,1,0,0,0,0.488580015,0,0,0,0,0,0.138208506,0.157485189,0.355911221,0.211896894,0.34014789,10.15342882,0.100043497,0.113527621,0.397690129
430,105,175,Winter,FG VALENCIA,64,4.158883083,1.84,0.609765572,1,0,0,0,0.609765572,0,0,0,0,0,0.147564877,0.175542126,0.365410594,0.094235589,0.092156656,10.41439317,0.159839527,0.081917027,0.277669286
431,76,26,Spring,FG VALENCIA,15,2.708050201,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.141774676,0.149192423,0.425324028,0.087711787,0.347964098,10.1406129,0.144373905,0.133099825,0.317409394
432,109,85,Spring,FG VALENCIA,71,4.262679877,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.147519804,0.151055656,0.060687451,0.476916693,0.030239311,11.23319833,0.114171257,0.023230199,0.231391726
433,73,130,Spring,FG VALENCIA,71,4.262679877,1.69,0.524728529,1,0,0,0,0.524728529,0,0,0,0,0,0.124465022,0.257450782,0.109213291,0.07305396,0.133319044,10.61496569,0.135340763,0.062145077,0.264121264
434,28,111,Fall,FG VALENCIA,9,2.197224577,2.26,0.815364813,0,0,0,0,0.815364813,0,0,0,0,0,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
435,89,45,Summer,FG VALENCIA,15,2.708050201,2.75,1.011600912,1,0,0,0,1.011600912,0,0,0,0,0,0.152115498,0.205811359,0.353053696,0.053349435,0.284282634,10.30811898,0.158335448,0.109616849,0.307044054
436,28,117,Winter,FG VALENCIA,25,3.218875825,1.59,0.463734016,1,0,0,0,0.463734016,0,0,0,0,0,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
437,107,178,Winter,FG VALENCIA,18,2.890371758,1.92,0.652325186,0,0,0,0,0.652325186,0,0,0,0,0,0.119089317,0.261867453,0.025624482,0.273051907,0.042052145,10.82713119,0.094316953,0.027871216,0.216217723
438,56,91,Summer,FG VALENCIA,4,1.386294361,2.36,0.858661619,0,0,0,0,0.858661619,0,0,0,0,0,0.131013828,0.192888549,0.041356019,0.237550719,0.031997305,10.83182543,0.105927922,0.027950833,0.228409181
439,76,84,Spring,FG VALENCIA,241,5.484796933,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.141774676,0.149192423,0.425324028,0.087711787,0.347964098,10.1406129,0.144373905,0.133099825,0.317409394
440,111,67,Winter,FG VALENCIA,58,4.060443011,1.99,0.688134639,0,0,0,0,0.688134639,0,0,0,0,0,0.145874221,0.210512842,0.995690759,0.096928919,0.334262176,10.13828296,0.157135934,0.171653543,0.377741408
441,81,113,Fall,FG VALENCIA,4,1.386294361,2.26,0.815364813,0,0,0,0,0.815364813,0,0,0,0,0,0.116792163,0.181118938,0.073961623,0.234201612,0.033180662,10.71993585,0.088337065,0.031450382,0.275213259
442,80,113,Fall,FG VALENCIA,12,2.48490665,1.89,0.636576829,0,0,0,0,0.636576829,0,0,0,0,0,0.138604057,0.152691263,0.041910238,0.304465687,0.030874641,10.90950929,0.099890045,0.023853832,0.253846154
443,114,140,Spring,FG VALENCIA,45,3.80666249,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.14681976,0.182173295,0.441169508,0.094424515,0.085277045,10.34794899,0.111967075,0.082858349,0.289701733
444,53,50,Fall,FG VALENCIA,10,2.302585093,2.71,0.996948635,1,0,0,0,0.996948635,0,0,0,0,0,0.120839139,0.300278681,0.065722248,0.2703835,0.145362903,10.60000405,0.113686757,0.063319218,0.233270677
445,47,110,Fall,FG VALENCIA,3,1.098612289,2.26,0.815364813,0,0,0,0,0.815364813,0,0,0,0,0,0.142961682,0.125798297,0.120675891,0.140598651,0.021297382,10.63532646,0.145731588,0.032623559,0.275212381
446,110,17,Winter,FG VALENCIA,18,2.890371758,2.23,0.802001585,0,0,0,0,0.802001585,0,0,0,0,0,0.175594055,0.114956688,0.152944449,0.167553191,0.056953642,10.52085999,0.161950632,0.053595086,0.251984867
447,122,25,Spring,FG VALENCIA,14,2.63905733,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.16735739,0.061953911,0.078372885,0.255889066,0.019283122,10.77505285,0.125831821,0.018980641,0.269524042
448,50,148,Summer,FG VALENCIA,5,1.609437912,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.124420402,0.153357376,0.07092564,0.128764278,0.036434464,10.58930796,0.111798396,0.042153494,0.280109682
449,47,121,Winter,FG VALENCIA,45,3.80666249,1.79,0.58221562,1,0,0,0,0.58221562,0,0,0,0,0,0.142961682,0.125798297,0.120675891,0.140598651,0.021297382,10.63532646,0.145731588,0.032623559,0.275212381
450,40,121,Winter,FG VALENCIA,87,4.465908119,1.79,0.58221562,1,0,0,0,0.58221562,0,0,0,0,0,0.133684648,0.1818518,0.044053067,0.072128605,0.046329569,10.55025042,0.126812989,0.055184805,0.266478451
451,121,83,Spring,FG VALENCIA,34,3.526360525,1.79,0.58221562,1,0,0,0,0.58221562,0,0,0,0,0,0.131251097,0.16358133,0.039173539,0.35061287,0.023876247,10.94992897,0.091693756,0.016704036,0.252030319
452,59,117,Winter,FG VALENCIA,16,2.772588722,1.6,0.470003629,1,0,0,0,0.470003629,0,0,0,0,0,0.172145374,0.110818913,0.024246568,0.233036093,0.031318168,10.7150398,0.140676118,0.038323726,0.213364348
453,33,108,Fall,FG VALENCIA,6,1.791759469,2.44,0.891998039,0,0,0,0,0.891998039,0,0,0,0,0,0.046070917,0.134169965,0.130127179,0.419688004,0.506223517,10.34592726,0.013506356,0.087538074,0.593475533
454,124,64,Winter,FG VALENCIA,46,3.828641396,2.79,1.026041596,0,0,0,0,1.026041596,0,0,0,0,0,0.153264605,0.119625811,0.572355861,0.261875835,0.292719615,10.25895677,0.12494986,0.133861426,0.409321575
455,131,38,Summer,FG VALENCIA,60,4.094344562,2.59,0.951657876,1,0,0,0,0.951657876,0,0,0,0,0,0.124252223,0.17065481,0.074656427,0.2713958,0.037446985,10.79353697,0.090100341,0.027004656,0.274067522
456,28,68,Winter,FG VALENCIA,22,3.091042453,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
457,78,161,Fall,FG VALENCIA,30,3.401197382,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.155391168,0.111947994,0.056086079,0.314432275,0.013869969,10.95917494,0.111221204,0.017341756,0.246319072
458,40,89,Summer,FG VALENCIA,40,3.688879454,1.69,0.524728529,1,0,0,0,0.524728529,0,0,0,0,0,0.133684648,0.1818518,0.044053067,0.072128605,0.046329569,10.55025042,0.126812989,0.055184805,0.266478451
459,113,128,Spring,FG VALENCIA,30,3.401197382,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.103084931,0.299352545,0.026448309,0.151592429,0.144444444,10.64766049,0.091559829,0.046153846,0.255682382
460,56,60,Fall,FG VALENCIA,33,3.496507561,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.131013828,0.192888549,0.041356019,0.237550719,0.031997305,10.83182543,0.105927922,0.027950833,0.228409181
461,97,80,Spring,FG VALENCIA,11,2.397895273,2.19,0.783901544,1,0,0,0,0.783901544,0,0,0,0,0,0.168599946,0.142433234,0.233612085,0.178182783,0.08465202,10.48374595,0.139324117,0.063450607,0.26783542
462,40,73,Winter,FG VALENCIA,11,2.397895273,1.89,0.636576829,1,0,0,0,0.636576829,0,0,0,0,0,0.133684648,0.1818518,0.044053067,0.072128605,0.046329569,10.55025042,0.126812989,0.055184805,0.266478451
463,103,165,Fall,FG VALENCIA,25,3.218875825,1.92,0.652325186,0,0,0,0,0.652325186,0,0,0,0,0,0.185393984,0.058053966,0.187760899,0.194621102,0.015063237,10.58524512,0.204916868,0.033110701,0.262553802
464,62,51,Fall,FG VALENCIA,28,3.33220451,2.71,0.996948635,1,0,0,0,0.996948635,0,0,0,0,0,0.133509324,0.222534262,0.026510896,0.517760337,0.026528434,11.23619652,0.103979265,0.019975602,0.206418161
465,21,91,Summer,FG VALENCIA,134,4.8978398,1.89,0.636576829,0,0,0,0,0.636576829,0,0,0,0,0,0.175926346,0.066896458,0.105038777,0.17750345,0.017598198,10.71619397,0.164179104,0.024785242,0.258991055
466,95,148,Summer,FG VALENCIA,5,1.609437912,2.09,0.737164066,0,0,0,0,0.737164066,0,0,0,0,0,0.112635331,0.230717504,0.096900007,0.085642082,0.251879699,10.38347245,0.105074321,0.078619039,0.278678004
467,54,37,Summer,FG VALENCIA,25,3.218875825,2.59,0.951657876,0,0,0,0,0.951657876,0,0,0,0,0,0.147914585,0.090222278,0.046640859,0.421125644,0.020840225,10.91089788,0.103522408,0.021336421,0.299425562
468,21,45,Summer,FG VALENCIA,17,2.833213344,2.37,0.862889955,1,0,0,0,0.862889955,0,0,0,0,0,0.175926346,0.066896458,0.105038777,0.17750345,0.017598198,10.71619397,0.164179104,0.024785242,0.258991055
469,118,86,Spring,FG VALENCIA,9,2.197224577,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.103791822,0.289442379,0.040669145,0.224725883,0.081783681,10.63236378,0.090132827,0.039278937,0.220619282
470,12,50,Fall,FG VALENCIA,9,2.197224577,2.71,0.996948635,1,0,0,0,0.996948635,0,0,0,0,0,0.10569674,0.178341405,0.380697988,0.253412969,0.483517598,9.996659083,0.057212416,0.168864097,0.451637338
471,115,154,Fall,FG VALENCIA,20,2.995732274,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.185493511,0.060280055,0.043971995,0.406312482,0.018763942,10.94748525,0.151332196,0.018897638,0.236840561
472,28,34,Spring,FG VALENCIA,12,2.48490665,2.91,1.068153081,0,0,0,0,1.068153081,0,0,0,0,0,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
473,93,40,Summer,FG VALENCIA,72,4.276666119,1.85,0.615185639,1,0,0,0,0.615185639,0,0,0,0,0,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
474,53,60,Fall,FG VALENCIA,11,2.397895273,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.120839139,0.300278681,0.065722248,0.2703835,0.145362903,10.60000405,0.113686757,0.063319218,0.233270677
475,130,41,Summer,FG VALENCIA,7,1.945910149,3.08,1.124929597,0,0,0,0,1.124929597,0,0,0,0,0,0.150929181,0.145117314,0.984896319,0.143406846,0.407351505,9.966650127,0.111081513,0.193144481,0.426659256
476,110,89,Summer,FG VALENCIA,29,3.36729583,1.69,0.524728529,1,0,0,0,0.524728529,0,0,0,0,0,0.175594055,0.114956688,0.152944449,0.167553191,0.056953642,10.52085999,0.161950632,0.053595086,0.251984867
477,75,114,Fall,FG VALENCIA,99,4.59511985,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
478,72,174,Winter,FG VALENCIA,19,2.944438979,2.22,0.797507196,0,0,0,0,0.797507196,0,0,0,0,0,0.105576311,0.283727688,0.04593884,0.268724553,0.067621465,10.71219307,0.101522843,0.040246555,0.226300197
479,98,109,Fall,FG VALENCIA,6,1.791759469,2.26,0.815364813,0,0,0,0,0.815364813,0,0,0,0,0,0.118516496,0.24920053,0.164963731,0.051702821,0.149392499,10.57359638,0.125409403,0.065095636,0.275618876
480,123,182,Spring,FG VALENCIA,88,4.477336814,1.79,0.58221562,1,0,0,0,0.58221562,0,0,0,0,0,0.138477591,0.176040942,0.204809699,0.153191489,0.241944444,10.33410045,0.145040289,0.087524312,0.316291161
481,118,62,Fall,FG VALENCIA,15,2.708050201,2.79,1.026041596,1,0,0,0,1.026041596,0,0,0,0,0,0.103791822,0.289442379,0.040669145,0.224725883,0.081783681,10.63236378,0.090132827,0.039278937,0.220619282
482,50,107,Fall,FG VALENCIA,5,1.609437912,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.124420402,0.153357376,0.07092564,0.128764278,0.036434464,10.58930796,0.111798396,0.042153494,0.280109682
483,112,59,Fall,FG VALENCIA,57,4.043051268,1.99,0.688134639,0,0,0,0,0.688134639,0,0,0,0,0,0.16361186,0.08972372,0.069710243,0.329898517,0.013948884,10.88265918,0.096660967,0.019981998,0.250960531
484,86,140,Spring,FG VALENCIA,79,4.369447852,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.141758513,0.138756374,0.427866425,0.096763919,0.353421218,10.08897077,0.118656482,0.15266297,0.384547713
485,5,105,Fall,FG VALENCIA,38,3.63758616,1.99,0.688134639,0,0,0,0,0.688134639,0,0,0,0,0,0.141433483,0.117368032,0.053875277,0.32122573,0.025569503,10.92237097,0.103091585,0.025104603,0.26458527
486,103,177,Winter,FG VALENCIA,7,1.945910149,1.86,0.620576488,1,0,0,0,0.620576488,0,0,0,0,0,0.185393984,0.058053966,0.187760899,0.194621102,0.015063237,10.58524512,0.204916868,0.033110701,0.262553802
487,51,42,Summer,FG VALENCIA,5,1.609437912,2.91,1.068153081,0,0,0,0,1.068153081,0,0,0,0,0,0.132472108,0.176159718,0.025425719,0.171916711,0.025436409,10.62083942,0.130340815,0.039401496,0.256408378
488,93,74,Winter,FG VALENCIA,26,3.258096538,1.99,0.688134639,0,0,0,0,0.688134639,0,0,0,0,0,0.112512768,0.142390194,0.347395301,0.363016383,0.238512583,10.36719012,0.072001002,0.078126956,0.451428571
489,18,106,Fall,FG VALENCIA,7,1.945910149,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.110094984,0.272313368,0.074417144,0.072246456,0.141974694,10.39197554,0.097937631,0.075727381,0.256403079
490,59,151,Summer,FG VALENCIA,28,3.33220451,1.76,0.565313809,0,0,0,0,0.565313809,0,0,0,0,0,0.172145374,0.110818913,0.024246568,0.233036093,0.031318168,10.7150398,0.140676118,0.038323726,0.213364348
491,51,14,Winter,FG VALENCIA,12,2.48490665,2.23,0.802001585,0,0,0,0,0.802001585,0,0,0,0,0,0.132472108,0.176159718,0.025425719,0.171916711,0.025436409,10.62083942,0.130340815,0.039401496,0.256408378
492,116,53,Fall,FG VALENCIA,19,2.944438979,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.139877224,0.18817339,0.033137058,0.259224748,0.060981912,10.69711335,0.117657192,0.036188179,0.248022555
493,75,47,Summer,FG VALENCIA,8,2.079441542,3.08,1.124929597,0,0,0,0,1.124929597,0,0,0,0,0,0.113891113,0.207699493,0.415999466,0.219548453,0.550654721,9.867082871,0.063964709,0.212956582,0.44122065
494,12,181,Spring,FG VALENCIA,13,2.564949357,2.09,0.737164066,1,0,0,0,0.737164066,0,0,0,0,0,0.10569674,0.178341405,0.380697988,0.253412969,0.483517598,9.996659083,0.057212416,0.168864097,0.451637338
495,116,159,Fall,FG VALENCIA,35,3.555348061,1.59,0.463734016,1,0,0,0,0.463734016,0,0,0,0,0,0.139877224,0.18817339,0.033137058,0.259224748,0.060981912,10.69711335,0.117657192,0.036188179,0.248022555
496,32,82,Spring,FG VALENCIA,17,2.833213344,2.49,0.91228271,0,0,0,0,0.91228271,0,0,0,0,0,0.099060632,0.254953032,0.031938514,0.198259861,0.071700834,10.67447502,0.080251365,0.037700865,0.265329599
497,68,163,Fall,FG VALENCIA,10,2.302585093,2.22,0.797507196,0,0,0,0,0.797507196,0,0,0,0,0,0.130970406,0.181417756,0.220991053,0.159721511,0.305255707,10.1883657,0.108476376,0.098212706,0.34005229
498,18,139,Spring,FG VALENCIA,38,3.63758616,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.110094984,0.272313368,0.074417144,0.072246456,0.141974694,10.39197554,0.097937631,0.075727381,0.256403079
499,28,126,Winter,FG VALENCIA,12,2.48490665,1.79,0.58221562,0,0,0,0,0.58221562,0,0,0,0,0,0.128879537,0.213308785,0.055935473,0.233162564,0.054855275,10.79853422,0.103665655,0.035497431,0.233601718
500,32,29,Spring,FG VALENCIA,7,1.945910149,3.08,1.124929597,0,0,0,0,1.124929597,0,0,0,0,0,0.099060632,0.254953032,0.031938514,0.198259861,0.071700834,10.67447502,0.080251365,0.037700865,0.265329599
501,103,184,Spring,FG VALENCIA,10,2.302585093,1.79,0.58221562,1,0,0,0,0.58221562,0,0,0,0,0,0.185393984,0.058053966,0.187760899,0.194621102,0.015063237,10.58524512,0.204916868,0.033110701,0.262553802
502,107,170,Winter,FG VALENCIA,35,3.555348061,1.92,0.652325186,0,0,0,0,0.652325186,0,0,0,0,0,0.119089317,0.261867453,0.025624482,0.273051907,0.042052145,10.82713119,0.094316953,0.027871216,0.216217723
503,72,17,Winter,FG VALENCIA,16,2.772588722,2.32,0.841567186,0,0,0,0,0.841567186,0,0,0,0,0,0.105576311,0.283727688,0.04593884,0.268724553,0.067621465,10.71219307,0.101522843,0.040246555,0.226300197
504,98,41,Summer,FG VALENCIA,7,1.945910149,2.53,0.928219303,0,0,0,0,0.928219303,0,0,0,0,0,0.118516496,0.24920053,0.164963731,0.051702821,0.149392499,10.57359638,0.125409403,0.065095636,0.275618876
505,71,73,Winter,FG VALENCIA,160,5.075173815,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.111723683,0.26807087,0.074828009,0.159588077,0.15343218,10.40483843,0.075013729,0.073374341,0.26706132
506,68,95,Summer,FG VALENCIA,7,1.945910149,2.49,0.91228271,0,0,0,0,0.91228271,0,0,0,0,0,0.130970406,0.181417756,0.220991053,0.159721511,0.305255707,10.1883657,0.108476376,0.098212706,0.34005229
507,118,52,Fall,FG VALENCIA,372,5.918893854,1.99,0.688134639,1,0,0,0,0.688134639,0,0,0,0,0,0.103791822,0.289442379,0.040669145,0.224725883,0.081783681,10.63236378,0.090132827,0.039278937,0.220619282
508,97,113,Fall,FG VALENCIA,10,2.302585093,2.26,0.815364813,0,0,0,0,0.815364813,0,0,0,0,0,0.168599946,0.142433234,0.233612085,0.178182783,0.08465202,10.48374595,0.139324117,0.063450607,0.26783542
